,Title,ID,Genre ID,Release Date,Release Year,Release Month,Release Day,Poster Path,Primary Genre,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV,Thriller,War,Western
367,Public Enemies,11322,"[80, 18, 28, 36]",2009-07-01,2009,7,1,/ezFQaPf4cOEfsl39Me0gSV29d7V.jpg,Crime,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
368,Mission: Impossible II,955,"[12, 28, 53]",2000-05-24,2000,5,24,/l2uHFznAMEAgSV3YsT6uUGIsJQO.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
369,Die Hard 2,1573,"[28, 53]",1990-07-02,1990,7,2,/wUEizkONxPZmIWQ2lnMttW0suXH.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
370,Cloudy with a Chance of Meatballs,22794,"[16, 35, 10751]",2009-09-17,2009,9,17,/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg,Animation,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
371,Transformers: Dark of the Moon,38356,"[28, 878, 12]",2011-06-28,2011,6,28,/yUqm7eke9oL0ZmKJfgIJLs8WNuJ.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
372,Paul,39513,"[12, 35, 878]",2011-02-14,2011,2,14,/bX8TP2qRWh2OcmeUHGn1ENDkCu6.jpg,Adventure,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
373,The Other Guys,27581,"[28, 35, 80]",2010-08-06,2010,8,6,/wNEHNqo3MgHmj3BUiPSqqq5czcm.jpg,Action,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,The Da Vinci Code,591,"[53, 9648]",2006-05-17,2006,5,17,/6jexEWBXepwB1ZLpCEllI04Agrb.jpg,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
375,Men in Black II,608,"[28, 12, 35, 878]",2002-07-03,2002,7,3,/enA22EPyzc2WQ1VVyY7zxresQQr.jpg,Action,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
376,Twilight,8966,"[14, 18, 10749]",2008-11-20,2008,11,20,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,Fantasy,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
377,Ghostbusters II,2978,"[35, 14]",1989-06-16,1989,6,16,/yObYPMA58DnTMvJooFW7GG6jWAt.jpg,Comedy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,Team America: World Police,3989,"[12, 28, 35]",2004-01-14,2004,1,14,/m1Q2VFe1DVVbjfu1LDZe7tlp9yb.jpg,Adventure,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,"Planes, Trains and Automobiles",2609,[35],1987-11-26,1987,11,26,/3RSucVsX96Ste8WDJfZP1hbNGqQ.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,First Blood,1368,"[28, 12, 53, 10752]",1982-10-22,1982,10,22,/fVamGe8rfEQUrMbzumL1t0DslCA.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
381,The Butterfly Effect,1954,"[878, 53]",2004-01-22,2004,1,22,/jY0hIz8eolynHqWN8vrTo0cypBI.jpg,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
382,The Dictator,76493,[35],2012-05-15,2012,5,15,/7NkfBiQWyCL3HPOskZNgcFslyCr.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,What's Eating Gilbert Grape,1587,"[10749, 18]",1993-12-17,1993,12,17,/8FxWgsfDNosewo7H65oE4QkOb7g.jpg,Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
384,A Good Day to Die Hard,47964,"[28, 53]",2013-02-06,2013,2,6,/evxtv4e8Amm436Y5rW16RkGu8pX.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
385,National Treasure,2059,"[12, 28, 53, 9648]",2004-11-19,2004,11,19,/20MSnfTICmwvAs2YJTqcSTjwBDc.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
386,The Expendables,27578,"[53, 12, 28]",2010-08-03,2010,8,3,/tDynwDj3pvexrEQ8wb0uy8EdcGQ.jpg,Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
387,Meet the Parents,1597,"[35, 10749]",2000-10-06,2000,10,6,/jX9D6uVaYFZIwFMfD3pEPp4Lu6u.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
388,Wanted,8909,"[28, 53, 80]",2008-06-19,2008,6,19,/rTvUr2ESdZ1Ht5zNbgUNmNEHyUT.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
389,The Talented Mr. Ripley,1213,"[53, 80, 18]",1999-12-25,1999,12,25,/6ojHgqtIR41O2qLKa7LFUVj0cZa.jpg,Thriller,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
390,Planet Terror,1992,"[27, 28, 53]",2007-04-06,2007,4,6,/30ANoUgvqQZ9tgCnM6OyJZUveaf.jpg,Horror,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
391,Searching for Sugar Man,84334,"[99, 10402]",2012-06-30,2012,6,30,/3NpWidWIw0cQAzmNHWgu9dqaJ7v.jpg,Documentary,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
392,Speed,1637,"[28, 12, 80]",1994-06-09,1994,6,9,/o1Zs7VaS9y2GYH9CLeWxaVLWd3x.jpg,Action,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Charlie and the Chocolate Factory,118,"[12, 35, 10751, 14]",2005-07-13,2005,7,13,/wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg,Adventure,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
394,Gremlins,927,"[14, 27, 35]",1984-06-07,1984,6,7,/72Y1X9pMSjXQ7mKB6pBEoMhL0OQ.jpg,Fantasy,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
395,Gangster Squad,82682,"[80, 18, 28, 53]",2013-01-10,2013,1,10,/vGJgGTOqJMRwjIGvLc0A1EYX7cG.jpg,Crime,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
396,Wet Hot American Summer,2171,[35],2001-07-27,2001,7,27,/dVdHnfcLZFSscEUZqCzctwOVjC0.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Pirates of the Caribbean: On Stranger Tides,1865,"[12, 28, 14]",2011-05-14,2011,5,14,/8fxendLObfOewRllxiM4X9Ey7S4.jpg,Adventure,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398,Ocean's Twelve,163,"[53, 80]",2004-12-09,2004,12,9,/4y8WH1lIpXp0qxUWkYmObhuMRIU.jpg,Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
399,2012,14161,"[28, 12, 878]",2009-10-10,2009,10,10,/zaqam2RNscH5ooYFWInV6hjx6y5.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
400,Stranger Than Fiction,1262,"[35, 18, 14, 10749]",2006-09-09,2006,9,9,/frsmEKSW2T0lx5sU4w3m3GwPeeS.jpg,Comedy,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
401,Austin Powers: International Man of Mystery,816,"[878, 35, 80]",1997-05-02,1997,5,2,/5uD4dxNX8JKFjWKYMHyOsqhi5pN.jpg,Science Fiction,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
402,Chicken Run,7443,"[16, 35, 10751]",2000-06-21,2000,6,21,/8XgmIsbpVamdhwcNVsYzohFZTtT.jpg,Animation,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403,Madagascar,953,"[10751, 16, 12, 35]",2005-05-25,2005,5,25,/uHkmbxb70IQhV4q94MiBe9dqVqv.jpg,Family,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
404,There's Something About Mary,544,"[10749, 35]",1998-07-15,1998,7,15,/g03pwohXHOI75InM3zraiaEGguO.jpg,Romance,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
405,American Gangster,4982,"[18, 80]",2007-11-02,2007,11,2,/8sV6nWuKczuXRt0C6EWoXqJAj6G.jpg,Drama,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
406,One Hundred and One Dalmatians,12230,"[12, 16, 35, 10751]",1961-01-25,1961,1,25,/9klDisS1sVb5LljRhpYJ0TUbPzt.jpg,Adventure,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407,Green Lantern,44912,"[12, 28, 53, 878]",2011-06-16,2011,6,16,/fj21HwUprqjjwTdkKC1XZurRSpV.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
408,The Overnight,308024,"[35, 9648]",2015-06-19,2015,6,19,/fqwFjHmVV7hBtH0YOnPM5WJNmKS.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
409,Rambo: First Blood Part II,1369,"[28, 12, 53, 10752]",1985-05-21,1985,5,21,/lIyUiHted0eWUceCx2ZHLnQGmgy.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
410,Gladiator,98,"[28, 18, 12]",2000-05-01,2000,5,1,/ehGpN04mLJIrSnxcZBMvHeG0eDc.jpg,Action,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
411,Thor,10195,"[12, 14, 28]",2011-04-21,2011,4,21,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,Adventure,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
412,"South Park: Bigger, Longer & Uncut",9473,"[16, 35]",1999-06-30,1999,6,30,/tS0PedvA2mFO9VCHYwQpaU1K36U.jpg,Animation,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,X-Men: The Last Stand,36668,"[12, 28, 878, 53]",2006-05-24,2006,5,24,/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
414,American Graffiti,838,"[35, 18]",1973-08-01,1973,8,1,/oIJHfGsN57GDyyn60LX1e5BDU5z.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
415,Snow White and the Seven Dwarfs,408,"[14, 16, 10751]",1937-12-21,1937,12,21,/4UvFMz8Ys0TaTTxma5e2tKj8u61.jpg,Fantasy,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
416,The Simpsons Movie,35,"[16, 35, 10751]",2007-07-25,2007,7,25,/s3b8TZWwmkYc2KoJ5zk77qB6PzY.jpg,Animation,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
417,Animal House,8469,[35],1978-07-27,1978,7,27,/fWooBbipMRIKeSRhEzmeaDV0T8H.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Rain Man,380,[18],1988-12-11,1988,12,11,/8L6EMburnnVx8cvQmhGgC826JNc.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419,Hot Rod,10074,"[28, 35]",2007-08-03,2007,8,3,/jRkt03dXCVKnbvcQm3ygU1cjg9Y.jpg,Action,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Ocean's Thirteen,298,"[80, 53]",2007-06-06,2007,6,6,/5Hjp3pOvvO4DBAId3dxUsuIpfEm.jpg,Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
421,Troy,652,"[12, 36, 10752]",2004-05-03,2004,5,3,/zda0VWRKHnUSX7B7NOPqVUlu9zK.jpg,Adventure,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
422,Forgetting Sarah Marshall,9870,"[35, 10749, 18]",2008-04-17,2008,4,17,/j2KXt3gObsAaRj9RKpCp8tiosTk.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
423,The Pursuit of Happyness,1402,[18],2006-12-14,2006,12,14,/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
424,Liar Liar,1624,[35],1997-03-21,1997,3,21,/p1habYSdC7oD3WygQ5lynU5G5rV.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Wayne's World,8872,"[10402, 35]",1992-02-14,1992,2,14,/rsgklbt5KxeuUuchehnLACxzisP.jpg,Music,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
426,Dawn of the Dead,924,"[28, 27]",2004-03-19,2004,3,19,/iBLQATsIkv005fvIhhbM4MvqhYp.jpg,Action,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
427,Legally Blonde,8835,[35],2001-07-13,2001,7,13,/4ABNnmkVpzplrEVQWt1piITT0Ey.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,8 Mile,65,"[10402, 18]",2002-11-08,2002,11,8,/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg,Music,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
429,Splice,37707,"[27, 53, 878]",2009-10-06,2009,10,6,/4oqaWnO3dKYAt3vZWAD4oLfOXOC.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
430,Jennifer's Body,19994,"[35, 27]",2009-09-18,2009,9,18,/48G2U0zmBh8mQ7gv8scC9xYIZSk.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
431,Superman Returns,1452,"[878, 28, 12]",2006-06-28,2006,6,28,/qIegbn6DSUYmggfwxOBNOVS35q.jpg,Science Fiction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
432,Wedding Crashers,9522,"[35, 10749]",2005-07-13,2005,7,13,/qbOcWedTY8YNTv2b7yNePDkAGl6.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
433,Lemony Snicket's A Series of Unfortunate Events,11774,"[12, 35, 10751]",2004-12-16,2004,12,16,/r7S57FpBsCljWc9fBUo2Iy5XGew.jpg,Adventure,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
434,The Fast and the Furious: Tokyo Drift,9615,"[28, 80, 18, 53]",2006-06-03,2006,6,3,/cm2ffqb3XovzA5ZSzyN3jnn8qv0.jpg,Action,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
435,Scooby-Doo,9637,"[9648, 12, 35]",2002-06-14,2002,6,14,/98zsG0FX7z6R4i5q0HONLM21dpt.jpg,Mystery,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
436,Shrek the Third,810,"[14, 12, 16, 35, 10751]",2007-05-17,2007,5,17,/jaNe16gE9zdAYyVwRqmlmRKshHm.jpg,Fantasy,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
437,The Happening,8645,"[53, 878]",2008-06-11,2008,6,11,/v1Cw6WaCjNqInpAzUwbXB4LGgoX.jpg,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
438,Lady and the Tramp,10340,"[10751, 16, 10749]",1955-06-22,1955,6,22,/wXKeGea4htM7Yz3yo7hYXbs3FhV.jpg,Family,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
439,The Princess Diaries,9880,"[35, 10751, 10749]",2001-08-03,2001,8,3,/wA4lgl8gmoICSShviCkEB61nIBB.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
440,The Lovely Bones,7980,"[14, 18]",2009-02-19,2009,2,19,/q037kF34JCHKeoVSNVrv21Tj6Im.jpg,Fantasy,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
441,Click,9339,"[35, 18, 14]",2006-06-23,2006,6,23,/oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg,Comedy,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
442,El Mariachi,9367,"[28, 80, 53]",1992-09-04,1992,9,4,/zZYP9wJW6XAm806Z4V1olMBrAaH.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
443,Jerry Maguire,9390,"[35, 18, 10749]",1996-12-13,1996,12,13,/2FJFChUeEgYpCvsLfAMXjcFtFOy.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
444,A Few Good Men,881,[18],1992-12-11,1992,12,11,/rLOk4z9zL1tTukIYV56P94aZXKk.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
445,Fast Times at Ridgemont High,13342,"[35, 18]",1982-08-13,1982,8,13,/kBMHVEbMoV9TTzijZSUhAWYd2am.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
446,Yes Man,10201,[35],2008-12-09,2008,12,9,/16zVbgFLTUaUTG1wQHuGjfWNuDM.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,DodgeBall: A True Underdog Story,9472,[35],2004-06-18,2004,6,18,/yEOVrTOvVFtd0hsw2Sjfm2t6aVn.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,The Italian Job,9654,"[28, 80]",2003-05-30,2003,5,30,/eSkjK4kctyrWpFhxl35GPvSs6tI.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2 Fast 2 Furious,584,"[28, 80, 53]",2003-06-05,2003,6,5,/qC167IbZpSrwX7wWgg3BeDQbTDr.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,Tron,97,"[878, 28, 12]",1982-07-09,1982,7,9,/zwSFEczP7AzqugAHHIX3zHniT0t.jpg,Science Fiction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
451,Pokémon: The First Movie - Mewtwo Strikes Back,10228,"[16, 10751, 12, 14, 28]",1998-07-18,1998,7,18,/6YPzBcMH0aPNTvdXNCDLY0zdE1g.jpg,Animation,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
452,The Blind Side,22881,[18],2009-11-20,2009,11,20,/bMgq7VBriuBFknXEe9E9pVBYGZq.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
453,The Adjustment Bureau,38050,"[878, 53, 10749]",2011-03-03,2011,3,3,/A4wKf04g4DCVAWC67uPGozIJPGw.jpg,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
454,Fantastic Four: Rise of the Silver Surfer,1979,"[12, 14, 28, 53]",2007-06-13,2007,6,13,/9wRfzTcMyyzkQxVDqBHv8RwuZOv.jpg,Adventure,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
455,Happy Feet,9836,"[16, 35, 10751]",2006-11-16,2006,11,16,/za41IHkj6LnkilfTzv5B2qmthKD.jpg,Animation,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
456,The Karate Kid,1885,"[28, 10751, 18]",1984-06-22,1984,6,22,/kpDjt9N52zUZYMqe7TCCn04DZvp.jpg,Action,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
457,Charlie's Angels,4327,"[28, 12, 35, 80, 53]",2000-11-02,2000,11,2,/iHTmZs0BmkwMCYi8rhvMWC5G4EM.jpg,Action,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458,Con Air,1701,"[28, 53, 80]",1997-06-05,1997,6,5,/xPvDtJcD9MYF15QBjIfrxlcddgV.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459,Hulk,1927,"[28, 878]",2003-06-19,2003,6,19,/qnngKqAcqfH2pBxDoKu5lxzSbTo.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
460,The Boy in the Striped Pyjamas,14574,"[10752, 18]",2008-05-07,2008,5,7,/2C8QCXdMlojTxZjfBlINr4FWcb6.jpg,War,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
461,Austin Powers: The Spy Who Shagged Me,817,"[12, 35, 80, 878]",1999-06-08,1999,6,8,/f2ohIBEbc3eERyU5pgSknm8DqUj.jpg,Adventure,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462,Happy Gilmore,9614,[35],1996-02-16,1996,2,16,/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,The Polar Express,5255,"[16, 10751, 12, 14, 35]",2004-11-10,2004,11,10,/zCuq1sy3xwbJJytFttp2qItqdc8.jpg,Animation,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
464,Terminator 3: Rise of the Machines,296,"[28, 53, 878]",2003-07-02,2003,7,2,/vvevzdYIrk2636maNW4qeWmlPFG.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
465,The Illusionist,1491,"[14, 18, 53, 10749]",2006-08-18,2006,8,18,/wlRNgr1AsodUmpUTl3eFz2Hfl20.jpg,Fantasy,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
466,The Mummy Returns,1734,"[12, 28, 14]",2001-05-04,2001,5,4,/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg,Adventure,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,Buried,26388,"[18, 53, 9648]",2010-09-24,2010,9,24,/cnKej6lJPeKRG4G4Iu4wKVu5RS6.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
468,Chicken Little,9982,"[16, 10751, 35]",2005-11-04,2005,11,4,/1wg65q3daTE8rGfaUhBxLdXk6NL.jpg,Animation,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
469,True Lies,36955,"[28, 53]",1994-07-15,1994,7,15,/pweFTnzzTfGK68woSVkiTgjLzWm.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
470,The Book of Eli,20504,"[28, 53, 878]",2010-01-11,2010,1,11,/1H1y9ZiqNFaLgQiRDDZLA55PviW.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
471,High School Musical,10947,"[35, 18, 10402, 10749]",2006-01-20,2006,1,20,/lkcc7eC4qTbhE2DBnoVpGg2ZeM9.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
472,Cowboys & Aliens,49849,"[28, 878, 53, 37]",2011-07-29,2011,7,29,/9uZsGCP4rvOHVGCpMpYq5gNCuNI.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
473,Taken 2,82675,"[28, 80, 53]",2012-09-27,2012,9,27,/ufl53tKfEEtAFbClksgfAS6nznT.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
474,American Pie 2,2770,"[35, 10749]",2001-08-10,2001,8,10,/wa3vePBNEfAJtzXs8WFTyD7bliD.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
475,Project X,57214,[35],2012-03-01,2012,3,1,/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Ghost Rider,1250,"[53, 28, 14]",2007-02-16,2007,2,16,/1pyU94dAY7npDQCKuxCSyX9KthN.jpg,Thriller,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
477,Spy Kids,10054,"[28, 35, 10751, 12]",2001-03-18,2001,3,18,/urb5Wf4yffJQ2KwAuSPxCbOM8HA.jpg,Action,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
478,Salt,27576,"[28, 9648, 53]",2010-07-21,2010,7,21,/ppXyhOe8UCEOrBRSYqE3SkHwrcR.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
479,National Treasure: Book of Secrets,6637,"[28, 12, 9648, 53]",2007-12-13,2007,12,13,/xxoIBbvmTj1ZttzV439jAvoovTw.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
480,Wallace & Gromit: The Curse of the Were-Rabbit,533,"[12, 16, 35, 10751]",2005-09-04,2005,9,4,/cMQ2lNd7sBe6PCf6zF5QxrKzbRG.jpg,Adventure,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
481,The Last of the Mohicans,9361,"[28, 12, 18, 36, 10749, 10752]",1992-09-25,1992,9,25,/fYVQRcgnOv998bKEplzrD3faGgt.jpg,Action,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
482,Hot Tub Time Machine,23048,"[878, 35, 12]",2010-03-26,2010,3,26,/wjzbVXAes1acbh6k4OO5xVfy5.jpg,Science Fiction,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483,Billy Madison,11017,[35],1995-02-10,1995,2,10,/sOdgtJdFalL9kRKaeJItARLTAEq.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Across the Universe,4688,"[18, 10749, 14]",2007-09-14,2007,9,14,/447c8Te3DXC46rQvDEixKGO4dS6.jpg,Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
485,National Lampoon's Christmas Vacation,5825,[35],1989-11-30,1989,11,30,/64NKasFKx6aOTKRg4mv76l0IwZR.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Bridge to Terabithia,1265,"[12, 18, 10751]",2007-02-16,2007,2,16,/3xFxGodKPMFLheS8rujFSmLfcq4.jpg,Adventure,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
487,Lara Croft: Tomb Raider,1995,"[12, 14, 28, 53]",2001-06-11,2001,6,11,/sJpl1EfHGZhbKtZ3fWTlwrpM1tH.jpg,Adventure,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
488,Jumper,8247,"[28, 12, 878]",2008-02-13,2008,2,13,/3pPZ9JhNz3VMmASVir5SMHvTDUU.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
489,A Christmas Story,850,"[35, 10751]",1983-11-18,1983,11,18,/qE5ZcJQA0tSG1KCiy4Fv0W91dS7.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
